名称,价格（元/晚）,地址,特点,已购人数,评分,收藏,简评,评价
西安派对动物青年旅社,38,"[钟鼓楼/回民街/市中心]
西安新城区西安市新城区新城区通济坊6号


地图",地铁周边,66,5.0?,7,棒极了,老板热情
西安麦麸万顺元客栈,86,"[钟鼓楼/回民街/市中心]
北院门145号


地图


街景",地铁周边,299,3.9?,8,还不错,地理位置好
西安简尚民宿(凤城五路行政中心店),176,"[西安高铁站火车北站/西安市政中心]
西安市未央区常青二路与开元路交叉口紫薇风尚三期小区


地图",地铁周边,26,5.0?,9,棒极了,吃饭方便
西安七贤钟楼青年旅舍,43,"[钟鼓楼/回民街/市中心]
东大街菊花园87号


地图",浪漫情侣,402,4.8?,10,棒极了,出行方便
西安高山流水幸福快车酒店,192,"[西安高铁站火车北站/西安市政中心]
渭滨街南段320号


地图


街景",商务出行,414,4.3?,11,挺好哒,服务周到
金日鸿孚商务酒店(西安师大会展中心店),152,"[电视塔/国展中心]
长安南路196号A座


地图


街景",商务出行,476,4.0?,12,挺好哒,出行方便
大鱼·驿客栈(西安钟鼓楼回民街店),35,"[钟鼓楼/回民街/市中心]
莲湖公园西邻天桥上


地图",地铁周边,100,4.9?,15,棒极了,老板热情
西安丝绸之路商务酒店公寓,95,"[钟鼓楼/回民街/市中心]
钟楼北大街宏府嘉会公寓C座13楼41


地图",地铁周边,120,4.4?,17,挺好哒,老板热情
西安钟楼道夫公寓酒店(回民街店),200,"[钟鼓楼/回民街/市中心]
钟楼北大街宏府嘉会B座1206，山水时尚上


地图",地铁周边,46,5.0?,18,棒极了,老板热情
西安阳阳国际15楼公寓,193,"[小寨/历史博物馆]
雁塔西路132号阳阳国际C座15楼


地图


街景",古都遗风,281,4.7?,19,棒极了,设施齐全
西安钟楼唐韵公寓酒店回民街地铁口店,164,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会A座0947(咖姆内电梯上)


地图",地铁周边,102,4.9?,1,棒极了,地理位置好
西安信航商务宾馆,119,"[咸阳国际机场]
西安咸阳国际机场海航基地西300米


地图",机场周边,91,4.9?,2,棒极了,老板热情
西安新时代连锁酒店,87,"[城东/西京医院/小商品批发市场]
兴庆路兴庆雅居小区2单元607室


地图


街景",地铁周边,379,4.5?,3,棒极了,老板热情
雅居连锁酒店(西安三爻店),126,"[雁塔区]
三森家居城三爻地铁口旁华城泊郡1号楼一层


地图",地铁周边,13,3.1?,4,一般般,吃饭方便
西安苹果主题酒店,115,"[灞桥区]
西安灞桥区白鹿原思源商业街solo街区B栋


地图",大学周边,14,2.6?,5,一般般,吃饭方便
西安未央宫商务酒店,99,"[北关/龙首村]
明光路158号


地图",商务出行,100,4.1?,6,挺好哒,交通便利
金舟酒店(西安比亚迪阳光天地店),123,"[高新管委会/绿地会展中心]
亚迪路12号(锦业四路与亚迪路东北角)


地图


街景",商务出行,127,4.0?,7,挺好哒,服务态度好
缘梦宾馆(西安麦苋街店),84,"[钟鼓楼/回民街/市中心]
北大街麦苋街31号


地图


街景",地铁周边,24,3.2?,10,一般般,老板热情
西安天天公寓酒店,152,"[城南/小雁塔旅游区]
长安北路中贸广场15号楼四单元920室


地图",地铁周边,21,4.1?,11,挺好哒,吃饭方便
西安九居星座游子民宿,221,"[城东/西京医院/小商品批发市场]
仁厚庄南路85号高山流水星座1号楼1单元904


地图",地铁周边,5,5.0?,13,棒极了,吃饭方便
西安果宝公寓,174,"[西安市高新技术开发区]
劳动南路14号老虎国际公寓A座1414室


地图",大学周边,6,5.0?,18,棒极了,吃饭方便
西安水云间酒店,164,"[雁塔区]
西安雁塔区西影路东段108号


地图",地铁周边,26,2.8?,19,一般般,吃饭方便
西安莽都大酒店长安店,138,"[长安区]
长安广场绿园十字向北50米路西


地图",浪漫情侣,89,3.6?,2,还不错,服务态度好
西安美苏公寓酒店,115,"[钟鼓楼/回民街/市中心]
西安新城区解放路陆港公寓


地图",交通枢纽,77,4.9?,4,棒极了,离火车站近
西安卡乐时尚假日酒店赛高国际地铁站店,87,"[西安高铁站火车北站/西安市政中心]
西安未央区未央路与凤城五路交叉口凤城五路赛高街区2号楼2单元14楼


地图",地铁周边,29,3.8?,5,还不错,老板热情
西安长安区吉鑫源宾馆火车南站店,96,"[长安区]
西安长安区引镇张赛村西安火车南站南401栋


地图",火车站周边,96,3.8?,8,还不错,离车站近
西安小金花公寓酒店,150,"[城东/西京医院/小商品批发市场]
长乐西路44号丹尼尔文体城二单元9楼901号


地图",地铁周边,2,5.0?,10,棒极了,吃饭方便
瑞祥快捷酒店(西安会展中心城南客运站店)(原长安西路店),132,"[电视塔/国展中心]
长安西路华城国际小南门


地图",浪漫情侣,111,4.7?,14,棒极了,老板热情
西安雁塔居青年旅舍,19,"[大雁塔/曲江旅游区]
大雁塔北广场东西影路45号芙蓉名座1单元1802(曲江国际饭店隔壁)


地图


街景",地铁周边,49,4.9?,15,棒极了,老板热情
咸阳雅宾宾馆,134,"[咸阳国际机场]
咸阳国际机场海航基地西300米


地图


街景",商务出行,99,5.0?,16,棒极了,老板热情
慈悯楼客栈(西安钟楼回民街店)(原楼北楼客栈),145,"[钟鼓楼/回民街/市中心]
北院门131号


地图",地铁周边,76,4.2?,18,挺好哒,地理位置好
西安客好居快捷宾馆,93,"[解放路万达广场/火车站]
火车站1号售票大厅对面德克士三楼


地图


街景",火车站周边,102,3.2?,19,一般般,离火车站近
钟楼嘉境酒店公寓(西安回民街店),136,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会A座1017室


地图",地铁周边,18,4.3?,20,挺好哒,老板热情
尚俭太空舱公寓(西安南门店),38,"[城南/小雁塔旅游区]
南门外向南200米中贸广场1号3106室


地图",地铁周边,92,4.7?,1,棒极了,老板热情
西安驿长安青年旅舍,24,"[钟鼓楼/回民街/市中心]
新民街88号云锦大厦一单元901室


地图",地铁周边,53,4.9?,2,棒极了,老板热情
西安华州公寓,84,"[城东/西京医院/小商品批发市场]
碑林区兴庆北路生殖医学医院隔壁1单元602室


地图",地铁周边,26,4.9?,4,棒极了,老板热情
易休太空舱(西安李家村万达建大店),42,"[城南/李家村万达广场]
李家村十字西北角中铁一局西院9号楼21F


地图


街景",会议酒店,96,5.0?,11,棒极了,老板热情
西安怡欣驿站酒店公寓,141,"[大雁塔/曲江旅游区]
长安南路433号兆丰家园


地图",地铁周边,6,3.4?,14,一般般,吃饭方便
西安锦之星公寓,154,"[钟鼓楼/回民街/市中心]
北大街宏府嘉会C座12层


地图",地铁周边,79,5.0?,15,棒极了,服务周到
西安紫藤优品酒店,184,"[小寨/历史博物馆]
朱雀大街132号阳阳国际广场C座23楼


地图",大学周边,2,5.0?,17,棒极了,吃饭方便
西安悦途宾馆,86,"[北关/龙首村]
未央大道北关正街39号2层


地图",地铁周边,11,5.0?,19,棒极了,吃饭方便
西安梦想港湾大学生公寓,29,"[城南/小雁塔旅游区]
长安北路翡翠明珠小区


地图


街景",地铁周边,40,3.4?,20,一般般,地理位置好
铜川办招待所,145,"[城东/西京医院/小商品批发市场]
兴庆路11号


地图",地铁周边,16,4.2?,2,挺好哒,吃饭方便
西安美华商务宾馆(原青藤商务旅馆),135,"[雁塔区]
西影路小学西侧西影路小学综合楼4层


地图


街景",地铁周边,24,3.4?,5,一般般,吃饭方便
海友酒店(西安龙首商业街店),143,"[北关/龙首村]
未央路方新村65号


地图",商务出行,57,3.4?,8,一般般,地理位置好
西安家园民宿,45,"[城西]
三民汉风苑7号楼19楼


地图",地铁周边,16,3.7?,9,还不错,吃饭方便
西安女掌柜酒店西京医院店,76,"[城东/西京医院/小商品批发市场]
西安碑林区兴庆路民生新世界1单元7楼703室(西京医院向南50米路东)


地图",地铁周边,3,5.0?,10,棒极了,吃饭方便
西安地平线电竞主题酒店,359,"[大雁塔/曲江旅游区]
建设西路99号新旅程5号楼301室


地图",大学周边,7,5.0?,12,棒极了,吃饭方便
西安优佳宾馆,81,"[钟鼓楼/回民街/市中心]
环城西路144号


地图",地铁周边,15,3.7?,13,还不错,老板热情
润佳连锁酒店(西安新合作钟楼新城广场店),128,"[钟鼓楼/回民街/市中心]
南新街16号


地图


街景",商务出行,342,4.2?,14,挺好哒,空气清新
西安长安客栈,193,"[城南/小雁塔旅游区]
小寨西路郝家村89号(省委党校对面)


地图


街景",地铁周边,663,3.9?,16,还不错,服务态度好
西安忆长安青年旅社,26,"[小寨/历史博物馆]
一又二分之一公寓B座


地图",地铁周边,60,4.9?,2,棒极了,老板热情
周至金腾商务宾馆,84,"[周至县]
西关大转盘西南角


地图


街景",交通枢纽,100,3.6?,6,还不错,地理位置好
西安富悦酒店,95,"[西稍门/机场大巴站]
丰庆路56号鑫隆食品批发丰庆路小学隔壁


地图",大学周边,46,4.8?,12,棒极了,服务态度好
天宇宾馆(西安韦曲北街店),35,"[长安区]
韦曲北街长安二幼向东100米路北


地图",地铁周边,3,2.7?,14,一般般,吃饭方便
西安五福临门酒店,184,"[高陵县]
渭阳路中段


地图",会议酒店,43,4.1?,16,挺好哒,性价比高
西安原点公寓酒店,60,"[城东/西京医院/小商品批发市场]
兴庆北路107号兴庆雅居一单元一楼


地图",地铁周边,43,4.7?,18,棒极了,服务态度好
西安火车站和谐宾馆,57,"[解放路万达广场/火车站]
火车站尚勤路534号


地图",地铁周边,82,2.7?,3,一般般,离火车站近
西安雅仕居酒店,97,"[大雁塔/曲江旅游区]
长安南路东八里新村内1号楼1单元2楼


地图",地铁周边,25,4.1?,4,挺好哒,吃饭方便
西安荣欣商务宾馆,100,"[咸阳国际机场]
海航基地200米处


地图",机场周边,90,5.0?,5,棒极了,老板热情
洁静宾馆(西安三桥店,55,"[未央区]
三桥安置新村一栋二排二号


地图",地铁周边,1,5.0?,7,棒极了,吃饭方便
西安迎鑫主题酒店,96,"[西安高铁站火车北站/西安市政中心]
北三环大明宫建材市场新品陶瓷区2号门


地图",大学周边,37,3.4?,8,一般般,性价比高
西安华源酒店,163,"[西安高铁站火车北站/西安市政中心]
北三环大明宫建材批发市场办公楼C座精品龙头区5排1-6号


地图


街景",休闲度假,151,4.3?,11,挺好哒,服务态度好
和颐至尊酒店(西安高新区锦业路店),278,"[高新管委会/绿地会展中心]
锦业路和丈八四路十字西北角神州数码科技园


地图",商务出行,425,4.9?,12,棒极了,前台热情
西安秦小舍客栈钟鼓楼回民街店,118,"[钟鼓楼/回民街/市中心]
西华门大街大皮院4号


地图",地铁周边,70,4.9?,13,棒极了,地理位置好
骏怡连锁酒店(西安大雁塔北广场店),269,"[大雁塔/曲江旅游区]
雁塔路南段51号


地图",地铁周边,8,3.7?,15,还不错,吃饭方便
马丁精品公寓(西安龙首原印象城店),204,"[北关/龙首村]
未央路33号龙首十字东北角印象城5幢20层2103A


地图",商务出行,152,4.7?,16,棒极了,交通便利
西安好来屋国际公寓酒店钟楼店,159,"[钟鼓楼/回民街/市中心]
宏府嘉会公寓A座10楼


地图",地铁周边,81,4.9?,17,棒极了,老板热情
西安钟楼悦客公寓酒店钟鼓楼回民街地铁站店,218,"[钟鼓楼/回民街/市中心]
北大街1号宏府嘉会公寓B座11楼


地图",商务出行,188,5.0?,18,棒极了,设施齐全
贵客公寓酒店(西安钟鼓楼回民街店),566,"[钟鼓楼/回民街/市中心]
北大街1号宏府嘉会公寓A座10楼26室


地图",地铁周边,1085,4.7?,19,棒极了,设施齐全
西安尚丽宾馆,105,"[电视塔/国展中心]
长安南路景天佳苑小区旁(地铁2号线会展中心D出口向前300米路)


地图",地铁周边,28,3.2?,2,一般般,老板热情
西安雅仕酒店,57,"[城东/西京医院/小商品批发市场]
长乐西路新安仁坊8号楼607室


地图",地铁周边,39,3.3?,3,一般般,老板热情
尚俭太空舱公寓(西安PAPA'S西稍门店),58,"[城南/小雁塔旅游区]
劳动北路路61号1栋1单元201室


地图


街景",地铁周边,39,4.3?,5,挺好哒,吃饭方便
西安红飞宾馆北大街地铁站店,106,"[钟鼓楼/回民街/市中心]
西安市莲湖区明新巷13号(西七路与糖坊街十字向西200米路北)


地图",地铁周边,20,3.2?,6,一般般,吃饭方便
心悦宾馆(西安欧风园小区店),49,"[电视塔/国展中心]
欧风园小区四楼5211室


地图",大学周边,12,3.0?,7,一般般,吃饭方便
西安蜂配青年旅社,32,"[大明宫万达/大明宫遗址公园]
张家堡街道凤城二路天地时代广场C座1612号


地图",地铁周边,3,5.0?,8,棒极了,吃饭方便
西安开远宾馆,115,"[城西]
大庆路560号


地图


街景",地铁周边,5,2.4?,9,一般般,吃饭方便
西安阳光主题公寓,173,"[城南/小雁塔旅游区]
黄雁村华豪丽晶1号楼712室


地图",大学周边,5,5.0?,10,棒极了,吃饭方便
咸阳爱在旅途商务宾馆,135,"[咸阳国际机场]
西安咸阳机场西，边方村


地图",机场周边,371,4.5?,11,棒极了,老板热情
西安华威国际酒店,265,"[钟鼓楼/回民街/市中心]
东大街中段炭市街3号华威大厦南楼一层


地图",会议酒店,366,3.4?,12,一般般,前台热情
西安童话主题酒店,96,"[长安区]
康杜村枫林北路西北大学长安校区南门对面


地图",浪漫情侣,51,3.6?,6,还不错,老板热情
西安莲花池畔客栈,164,"[钟鼓楼/回民街/市中心]
西安莲湖区莲湖路与大莲花池街交汇处(近北大街地铁站，回民街)


地图",地铁周边,54,5.0?,7,棒极了,性价比高
西安麦田客栈,96,"[北关/龙首村]
自强西路22号(郝家巷小学对面)


地图",地铁周边,14,2.3?,8,一般般,吃饭方便
西安青橙酒店,150,"[大明宫万达/大明宫遗址公园]
大明宫万达广场5号公寓1312


地图


街景",浪漫情侣,32,3.7?,11,还不错,服务态度好
西安沐轩民宿,198,"[小寨/历史博物馆]
西安雁塔区雁南一路东八里小区8号楼


地图",大学周边,2,5.0?,13,棒极了,吃饭方便
西安阿德如家公寓,145,"[西安市高新技术开发区]
科创路1号


地图",地铁周边,16,3.3?,14,一般般,吃饭方便
西安瑞吉祥公寓,164,"[北关/龙首村]
龙首村未央路宫园美寓4楼401


地图",地铁周边,7,5.0?,16,棒极了,吃饭方便
西安空港域达酒店,103,"[咸阳国际机场]
国际机场T3航站楼西侧


地图",机场周边,227,4.8?,19,棒极了,老板热情
西安幸运主题公寓酒店盛龙广场店,203,"[北关/龙首村]
西安未央区未央路盛龙广场B座2单元22楼(肯德基楼上)


地图",地铁周边,12,5.0?,20,棒极了,服务态度好
两只小猪青年旅舍(原西安不将就青年旅舍),22,"[钟鼓楼/回民街/市中心]
太和广场北楼909北楼后门进电梯上9楼


地图",商务出行,65,4.4?,2,挺好哒,在市中心
大象民宿(西安南门店),251,"[小寨/历史博物馆]
大话南门5号楼


地图",地铁周边,30,5.0?,5,棒极了,性价比高
西安蓝贝儿公寓,167,"[小寨/历史博物馆]
长安北路16号中贸广场15号楼3单元1501


地图",地铁周边,1,5.0?,8,棒极了,吃饭方便
西安童话主题酒店何家营店,105,"[长安区]
西安长安区陕西学前师范教育学院东门下坡向右50米


地图",浪漫情侣,60,3.6?,9,还不错,吃饭方便
西安万事达宾馆,89,"[咸阳国际机场]
西安咸阳国际机场海航基地T2T3航站楼西200米


地图",机场周边,121,5.0?,13,棒极了,老板热情
